time;suction_mt;rc_mt_comp1;tamb;mt_comp1;mt_comp2;mt_comp3;mt_comp4;mt_pwr_tot;suction_lt;rc_lt_comp1;lt_comp1;lt_comp2;lt_comp3;lt_pwr_tot
07 08 2019 12:40:00;-12;97;27.8;Active;Active;Active;Inactive;60;-33.7;52;Active;Active;Active;24
07 08 2019 12:45:00;-11.9;41;28.1;Active;Active;Active;Active;72;-33;85;Active;Inactive;Active;21.6
07 08 2019 12:50:00;-12.3;95;28.1;Active;Active;Active;Inactive;72;-32.3;100;Active;Inactive;Active;22.8
07 08 2019 12:55:00;-13.9;58;28.1;Active;Inactive;Active;Active;60;-31.2;100;Active;Inactive;Active;21.6
07 08 2019 13:00:00;-13.7;65;28.1;Active;Inactive;Active;Active;72;-31.4;100;Active;Inactive;Active;19.2
07 08 2019 13:05:00;-14.2;51;28;Active;Active;Active;Active;72;-34.6;24;Active;Active;Active;24
07 08 2019 13:10:00;-13.9;65;27.9;Active;Active;Inactive;Active;48;-33.5;60;Active;Inactive;Active;21.6
07 08 2019 13:15:00;-13;77;27.8;Active;Inactive;Inactive;Active;72;-33.4;74;Active;Inactive;Active;21.6
07 08 2019 13:20:00;-12.2;90;27.8;Active;Inactive;Inactive;Active;60;-31.3;100;Active;Inactive;Active;22.8
07 08 2019 13:25:00;-16.3;13;27.8;Active;Active;Inactive;Active;60;-32.6;100;Active;Inactive;Active;22.8
07 08 2019 13:30:00;-13;79;28;Active;Inactive;Inactive;Active;72;-32.7;55;Active;Active;Active;24
07 08 2019 13:35:00;-13;84;27.9;Active;Inactive;Inactive;Active;60;-30.9;100;Active;Active;Inactive;22.8
07 08 2019 13:40:00;-11.1;76;27.9;Active;Inactive;Inactive;Active;72;-33.1;49;Active;Active;Active;24
07 08 2019 13:45:00;-16.2;16;27.8;Active;Active;Active;Inactive;60;-34;57;Active;Active;Active;24
07 08 2019 13:50:00;-11.2;79;28.1;Active;Active;Active;Inactive;60;-33.2;40;Active;Active;Active;24
07 08 2019 13:55:00;-13.4;70;28.3;Active;Active;Inactive;Inactive;60;-33.1;64;Active;Active;Active;22.8
07 08 2019 14:00:00;-10.5;52;28.4;Active;Inactive;Inactive;Inactive;72;-33;86;Active;Active;Active;24
07 08 2019 14:05:00;-14.8;44;28.7;Active;Active;Active;Inactive;60;-34.3;75;Active;Active;Active;22.8
07 08 2019 14:10:00;-12;100;29.1;Active;Active;Inactive;Inactive;60;-33;100;Active;Active;Inactive;20.4
07 08 2019 14:15:00;-15.7;27;29.4;Active;Active;Active;Inactive;60;-32.4;100;Active;Active;Inactive;21.6
07 08 2019 14:20:00;-14.5;49;29.7;Active;Active;Active;Inactive;60;-33.4;40;Active;Active;Inactive;21.6
07 08 2019 14:25:00;-16.5;14;29.9;Active;Active;Active;Active;60;-31;98;Active;Active;Inactive;20.4
07 08 2019 14:30:00;-13.7;71;29.9;Active;Inactive;Active;Active;60;-32;78;Active;Active;Inactive;21.6
07 08 2019 14:35:00;-12.4;87;30.1;Active;Inactive;Active;Active;60;-34.2;42;Active;Active;Inactive;19.2
07 08 2019 14:40:00;-15;49;30.3;Active;Inactive;Active;Active;60;-31;100;Active;Inactive;Inactive;21.6
07 08 2019 14:45:00;-14.9;44;30.6;Active;Inactive;Active;Active;48;-34.3;26;Active;Inactive;Active;20.4
07 08 2019 14:50:00;-15;48;30.8;Active;Inactive;Active;Active;72;-33.8;55;Active;Inactive;Active;20.4
07 08 2019 14:55:00;-13.1;75;31;Active;Inactive;Active;Active;60;-34.1;65;Active;Inactive;Active;13.2
07 08 2019 15:00:00;-14.4;56;31.2;Active;Inactive;Active;Active;36;-33.9;81;Active;Inactive;Active;25.2
07 08 2019 15:05:00;-16;22;31.4;Active;Inactive;Active;Inactive;60;-31.8;100;Active;Inactive;Inactive;21.6
07 08 2019 15:10:00;-15;49;31.5;Active;Inactive;Active;Inactive;60;-31.2;84;Active;Active;Inactive;22.8
07 08 2019 15:15:00;-14.9;42;31.6;Active;Inactive;Active;Active;60;-33.8;44;Active;Active;Active;24
07 08 2019 15:20:00;-11.6;100;31.5;Active;Inactive;Inactive;Active;84;-33.4;68;Active;Active;Active;22.8
07 08 2019 15:25:00;-16.2;19;31.5;Active;Active;Inactive;Active;72;-31.9;100;Active;Active;Inactive;21.6
07 08 2019 15:30:00;-13;85;31.8;Active;Active;Inactive;Inactive;72;-31.9;100;Active;Active;Inactive;21.6
07 08 2019 15:35:00;-12.9;78;32;Active;Active;Inactive;Inactive;60;-31.4;100;Active;Active;Inactive;21.6
07 08 2019 15:40:00;-13.7;68;31.8;Active;Active;Inactive;Inactive;72;-33.6;100;Active;Active;Inactive;21.6
07 08 2019 15:45:00;-11.6;100;31.8;Active;Active;Active;Inactive;84;-32.9;45;Active;Active;Active;22.8
07 08 2019 15:50:00;-14.9;34;31.8;Active;Active;Active;Inactive;72;-31.2;98;Active;Active;Inactive;21.6
07 08 2019 15:55:00;-14.5;48;31.8;Active;Active;Active;Inactive;72;-31.9;88;Active;Active;Inactive;21.6
07 08 2019 16:00:00;-12.3;94;31.7;Active;Active;Active;Inactive;60;-34.5;12;Active;Active;Active;20.4
07 08 2019 16:05:00;-13.4;62;31.6;Active;Active;Active;Inactive;72;-33;52;Active;Inactive;Active;21.6
07 08 2019 16:10:00;-11.1;88;31.3;Active;Active;Active;Inactive;72;-31.5;95;Active;Inactive;Active;21.6
07 08 2019 16:15:00;-13;75;31;Active;Active;Active;Inactive;72;-31.6;93;Active;Inactive;Active;21.6
07 08 2019 16:20:00;-14.1;48;30.6;Active;Active;Active;Inactive;72;-30.8;100;Active;Inactive;Active;22.8
07 08 2019 16:25:00;-15.4;32;30.6;Active;Inactive;Active;Active;84;-34.6;19;Active;Inactive;Active;19.2
07 08 2019 16:30:00;-16.3;18;30.6;Active;Inactive;Active;Active;48;-30.6;100;Active;Inactive;Inactive;20.4
07 08 2019 16:35:00;-14.6;46;30.6;Active;Inactive;Active;Active;72;-33.4;35;Active;Inactive;Active;15.6
07 08 2019 16:40:00;-13.3;72;30.8;Active;Inactive;Active;Active;72;-34.8;33;Active;Inactive;Active;19.2
07 08 2019 16:45:00;-11.5;100;30.8;Active;Inactive;Inactive;Active;60;-31.9;100;Active;Inactive;Inactive;20.4
07 08 2019 16:50:00;-14.2;53;30.8;Active;Inactive;Inactive;Active;72;-34.3;22;Active;Inactive;Active;20.4
07 08 2019 16:55:00;-13.4;66;30.8;Active;Active;Inactive;Active;84;-31.8;87;Active;Inactive;Inactive;20.4
07 08 2019 17:00:00;-14.8;19;30.9;Active;Inactive;Inactive;Active;60;-31.4;78;Active;Active;Inactive;21.6
07 08 2019 17:05:00;-15.5;4;30.9;Active;Inactive;Inactive;Active;72;-33.4;40;Active;Active;Active;24
07 08 2019 17:10:00;-14.9;51;30.9;Active;Inactive;Inactive;Active;84;-33;71;Active;Active;Inactive;24
07 08 2019 17:15:00;-12.9;81;30.9;Active;Inactive;Inactive;Active;72;-33.1;92;Active;Active;Inactive;24
07 08 2019 17:20:00;-16.3;13;30.8;Active;Inactive;Inactive;Active;72;-33;100;Active;Active;Inactive;25.2
07 08 2019 17:25:00;-13.5;69;30.6;Active;Active;Inactive;Active;60;-34.2;89;Active;Active;Inactive;22.8
07 08 2019 17:30:00;-12.9;75;30.5;Active;Inactive;Active;Inactive;60;-34.7;82;Active;Active;Inactive;22.8
07 08 2019 17:35:00;-14.4;49;30.3;Active;Inactive;Active;Inactive;60;-33.8;31;Active;Active;Inactive;24
07 08 2019 17:40:00;-15.2;40;30.3;Active;Inactive;Active;Inactive;72;-32.8;60;Active;Active;Inactive;24
07 08 2019 17:45:00;-16;26;30.4;Active;Active;Active;Inactive;72;-34.8;38;Active;Active;Inactive;24
07 08 2019 17:50:00;-13.3;78;30.5;Active;Active;Inactive;Inactive;84;-33.8;81;Active;Active;Inactive;25.2
07 08 2019 17:55:00;-17.1;0;30.5;Active;Active;Inactive;Inactive;72;-34;89;Active;Active;Inactive;21.6
07 08 2019 18:00:00;-15.5;57;30.5;Active;Active;Inactive;Inactive;60;-31.8;70;Active;Inactive;Inactive;18
07 08 2019 18:05:00;-11.9;94;30.4;Active;Active;Active;Active;72;-31.3;80;Active;Inactive;Active;21.6
07 08 2019 18:10:00;-16.6;0;30.3;Active;Active;Active;Inactive;72;-32.5;63;Active;Active;Active;21.6
07 08 2019 18:15:00;-13.1;85;30.1;Active;Active;Active;Inactive;60;-32.5;73;Active;Inactive;Active;20.4
07 08 2019 18:20:00;-13.3;81;30;Active;Active;Active;Inactive;60;-32;91;Active;Inactive;Active;20.4
07 08 2019 18:25:00;-9.8;80;30;Active;Inactive;Active;Active;72;-32.4;91;Active;Inactive;Active;22.8
07 08 2019 18:30:00;-13.3;75;30;Active;Inactive;Active;Active;48;-31.2;100;Active;Inactive;Active;21.6
07 08 2019 18:35:00;-13.3;67;30;Active;Inactive;Active;Active;60;-31.2;100;Active;Inactive;Active;21.6
07 08 2019 18:40:00;-15.2;36;30;Active;Inactive;Inactive;Active;60;-32.9;93;Active;Inactive;Active;19.2
07 08 2019 18:45:00;-15.7;24;30;Active;Inactive;Inactive;Active;84;-31.7;100;Active;Inactive;Active;18
07 08 2019 18:50:00;-16;18;29.8;Active;Inactive;Active;Active;60;-33.5;46;Active;Active;Active;22.8
07 08 2019 18:55:00;-14.2;49;29.8;Active;Inactive;Inactive;Active;48;-33.2;76;Active;Active;Active;24
07 08 2019 19:00:00;-18.6;40;29.8;Active;Inactive;Inactive;Active;48;-33;98;Active;Active;Inactive;20.4
07 08 2019 19:05:00;-15.4;21;29.6;Active;Inactive;Inactive;Inactive;48;-32.2;100;Active;Active;Inactive;20.4
07 08 2019 19:10:00;-14.4;47;29.3;Active;Inactive;Inactive;Active;48;-32.6;100;Active;Active;Inactive;20.4
07 08 2019 19:15:00;-16;19;29.2;Active;Inactive;Inactive;Active;60;-33.8;98;Active;Active;Inactive;20.4
07 08 2019 19:20:00;-13.8;68;29.1;Active;Inactive;Inactive;Active;48;-34.9;82;Active;Active;Inactive;20.4
07 08 2019 19:25:00;-10.7;60;28.9;Active;Active;Inactive;Inactive;48;-33.6;100;Active;Active;Inactive;19.2
07 08 2019 19:30:00;-13.7;64;28.7;Active;Inactive;Inactive;Inactive;48;-33;100;Active;Active;Inactive;18
07 08 2019 19:35:00;-10.8;73;28.5;Active;Active;Active;Inactive;84;-32.3;100;Active;Active;Inactive;20.4
07 08 2019 19:40:00;-15.5;42;28.4;Active;Active;Active;Inactive;60;-30.9;100;Active;Active;Inactive;21.6
07 08 2019 19:45:00;-13.4;79;28.4;Active;Active;Inactive;Inactive;48;-32.1;100;Active;Active;Inactive;20.4
07 08 2019 19:50:00;-16.5;10;28.3;Active;Active;Active;Inactive;60;-29.7;60;Active;Inactive;Inactive;16.8
07 08 2019 19:55:00;-11.2;59;28.1;Active;Active;Active;Active;84;-32.6;52;Active;Active;Active;22.8
07 08 2019 20:00:00;-11.6;100;27.9;Active;Active;Active;Active;60;-33.9;38;Active;Active;Active;20.4
07 08 2019 20:05:00;-14.5;54;27.8;Active;Active;Inactive;Inactive;60;-32.4;80;Active;Inactive;Active;20.4
07 08 2019 20:10:00;-14.1;57;27.5;Active;Active;Active;Active;60;-31.8;100;Active;Inactive;Active;20.4
07 08 2019 20:15:00;-15.7;40;27.5;Active;Active;Inactive;Inactive;48;-32.4;96;Active;Inactive;Active;20.4
07 08 2019 20:20:00;-14.1;58;27.1;Active;Active;Active;Inactive;60;-31.7;100;Active;Inactive;Active;22.8
07 08 2019 20:25:00;-17;3;26.8;Active;Active;Active;Inactive;48;-33.5;90;Active;Inactive;Active;22.8
07 08 2019 20:30:00;-10.1;99;26.5;Active;Inactive;Active;Active;60;-32.9;100;Active;Inactive;Active;22.8
07 08 2019 20:35:00;-16.2;21;26.2;Active;Inactive;Active;Active;60;-33.3;100;Active;Inactive;Active;22.8
07 08 2019 20:40:00;-14.9;39;26;Active;Inactive;Active;Active;48;-34.5;85;Active;Inactive;Active;24
07 08 2019 20:45:00;-12.9;85;25.7;Active;Inactive;Inactive;Active;48;-31.9;100;Active;Inactive;Active;24
07 08 2019 20:50:00;-16.6;12;25.5;Active;Inactive;Inactive;Active;60;-34.2;25;Active;Active;Active;24
07 08 2019 20:55:00;-12.9;77;25.4;Active;Inactive;Inactive;Active;72;-31;96;Active;Inactive;Active;24
07 08 2019 21:00:00;-17.3;0;25.3;Active;Inactive;Inactive;Active;60;-33.4;47;Active;Active;Active;25.2
07 08 2019 21:05:00;-14.4;49;25.1;Active;Inactive;Inactive;Active;60;-31.3;100;Active;Active;Inactive;19.2
07 08 2019 21:10:00;-14.4;51;25;Active;Inactive;Inactive;Active;60;-34;27;Active;Active;Active;25.2
07 08 2019 21:15:00;-14.1;54;25;Active;Inactive;Inactive;Active;48;-33.5;53;Active;Active;Inactive;24
07 08 2019 21:20:00;-10.7;46;24.9;Active;Active;Inactive;Active;60;-32;88;Active;Active;Inactive;22.8
07 08 2019 21:25:00;-15.5;40;24.8;Active;Active;Inactive;Active;48;-33.5;39;Active;Active;Active;24
07 08 2019 21:30:00;-13;79;24.8;Active;Active;Inactive;Inactive;60;-34.2;38;Active;Inactive;Active;22.8
07 08 2019 21:35:00;-11.8;100;24.8;Active;Active;Inactive;Inactive;60;-31.3;100;Active;Inactive;Active;24
07 08 2019 21:40:00;-13;76;24.7;Active;Active;Active;Inactive;60;-33.7;40;Active;Active;Active;24
07 08 2019 21:45:00;-13.9;59;24.6;Active;Active;Inactive;Active;60;-31.5;100;Active;Inactive;Active;27.6
07 08 2019 21:50:00;-16.3;14;24.5;Active;Active;Active;Active;48;-31.3;100;Active;Inactive;Active;27.6
07 08 2019 21:55:00;-17.4;0;24.5;Active;Active;Active;Inactive;60;-30.7;100;Active;Inactive;Active;27.6
07 08 2019 22:00:00;-14.2;58;24.5;Active;Active;Active;Inactive;48;-32.3;84;Active;Inactive;Active;24
07 08 2019 22:05:00;-13.1;78;24.4;Active;Active;Active;Inactive;48;-30.9;100;Active;Inactive;Active;24
07 08 2019 22:10:00;-14.8;52;24.4;Active;Active;Active;Inactive;60;-33.2;49;Active;Active;Active;22.8
07 08 2019 22:15:00;-14.4;55;24.3;Active;Inactive;Active;Active;48;-32.9;72;Active;Active;Inactive;22.8
07 08 2019 22:20:00;-12.7;91;24.3;Active;Inactive;Active;Active;48;-33.7;83;Active;Active;Inactive;25.2
07 08 2019 22:25:00;-11.5;100;24.3;Active;Inactive;Active;Inactive;48;-32.7;100;Active;Active;Inactive;24
07 08 2019 22:30:00;-13.7;60;24.3;Active;Inactive;Active;Inactive;48;-34.5;88;Active;Active;Inactive;24
07 08 2019 22:35:00;-14.2;53;24.3;Active;Inactive;Active;Active;48;-34.3;20;Active;Active;Inactive;22.8
07 08 2019 22:40:00;-13.8;60;24.2;Active;Inactive;Active;Active;60;-31.9;67;Active;Inactive;Active;25.2
07 08 2019 22:45:00;-17;14;24.2;Active;Inactive;Active;Active;36;-31.9;74;Active;Inactive;Inactive;21.6
07 08 2019 22:50:00;-14.6;44;24.1;Active;Inactive;Inactive;Active;60;-32.4;56;Active;Inactive;Active;21.6
07 08 2019 22:55:00;-15.8;23;24;Active;Inactive;Inactive;Active;36;-32.9;45;Active;Inactive;Active;20.4
07 08 2019 23:00:00;-14.4;55;24;Active;Inactive;Inactive;Active;48;-33.6;52;Active;Inactive;Active;16.8
07 08 2019 23:05:00;-12;99;24;Active;Inactive;Inactive;Active;48;-34;69;Active;Inactive;Active;21.6
07 08 2019 23:10:00;-14.2;68;23.9;Active;Inactive;Inactive;Active;48;-33.8;91;Active;Inactive;Active;21.6
07 08 2019 23:15:00;-14.8;60;23.8;Active;Inactive;Inactive;Inactive;48;-35.1;49;Active;Inactive;Active;21.6
07 08 2019 23:20:00;-13.8;60;23.8;Active;Active;Inactive;Inactive;36;-34.9;78;Active;Inactive;Active;19.2
07 08 2019 23:25:00;-13.3;77;23.8;Active;Inactive;Inactive;Inactive;48;-31.8;100;Active;Inactive;Inactive;21.6
07 08 2019 23:30:00;-15.4;37;23.8;Active;Inactive;Active;Inactive;36;-33.6;51;Active;Active;Inactive;20.4
07 08 2019 23:35:00;-13.8;73;23.8;Active;Inactive;Active;Inactive;48;-34.6;41;Active;Active;Inactive;20.4
07 08 2019 23:40:00;-16.8;81;23.8;Active;Inactive;Inactive;Inactive;48;-33.7;34;Active;Active;Inactive;20.4
07 08 2019 23:45:00;-17.6;0;23.8;Active;Active;Inactive;Inactive;36;-32.3;81;Active;Inactive;Inactive;19.2
07 08 2019 23:50:00;-14.2;51;23.8;Active;Active;Inactive;Inactive;48;-30.8;100;Active;Inactive;Inactive;21.6
07 08 2019 23:55:00;-15.5;35;23.8;Active;Active;Inactive;Inactive;36;-33.3;45;Active;Active;Inactive;21.6
08 08 2019 00:00:00;-13.7;71;23.8;Active;Active;Active;Inactive;48;-34.3;43;Active;Active;Inactive;19.2
08 08 2019 00:05:00;-16.3;27;23.8;Active;Active;Active;Inactive;48;-32.4;87;Active;Inactive;Inactive;22.8
08 08 2019 00:10:00;-16.3;16;23.8;Active;Active;Active;Inactive;36;-31.7;76;Active;Inactive;Inactive;22.8
08 08 2019 00:15:00;-11.8;100;23.8;Active;Active;Inactive;Inactive;60;-31.8;71;Active;Inactive;Inactive;22.8
08 08 2019 00:20:00;-15.2;36;23.8;Active;Active;Active;Inactive;36;-33.8;31;Active;Inactive;Active;25.2
08 08 2019 00:25:00;-13.8;60;23.8;Active;Active;Inactive;Inactive;36;-33.7;57;Active;Inactive;Inactive;26.4
08 08 2019 00:30:00;-12.2;95;23.8;Active;Active;Inactive;Inactive;36;-34;81;Active;Inactive;Inactive;26.4
08 08 2019 00:35:00;-15.2;29;23.8;Active;Active;Active;Inactive;48;-33;100;Active;Inactive;Inactive;24
08 08 2019 00:40:00;-11.8;100;23.9;Active;Inactive;Active;Inactive;48;-30.4;10;Active;Inactive;Inactive;22.8
08 08 2019 00:45:00;-16;20;24;Active;Inactive;Active;Active;36;-30.6;100;Active;Inactive;Inactive;24
08 08 2019 00:50:00;-10.9;100;24;Active;Inactive;Active;Inactive;48;-31.3;88;Active;Inactive;Inactive;21.6
08 08 2019 00:55:00;-11.4;51;24;Active;Inactive;Inactive;Active;48;-33.5;43;Active;Active;Inactive;20.4
08 08 2019 01:00:00;-17;13;24;Active;Inactive;Inactive;Active;36;-34.9;32;Active;Active;Inactive;16.8
08 08 2019 01:05:00;-12.9;77;24;Active;Inactive;Inactive;Active;48;-33;88;Active;Active;Inactive;22.8
08 08 2019 01:10:00;-15.7;34;24;Active;Inactive;Inactive;Active;48;-33.2;100;Active;Active;Inactive;21.6
08 08 2019 01:15:00;-17.4;0;24;Active;Inactive;Inactive;Active;24;-34.6;82;Active;Active;Inactive;21.6
08 08 2019 01:20:00;-13.5;67;24;Active;Inactive;Inactive;Active;48;-34;100;Active;Active;Inactive;21.6
08 08 2019 01:25:00;-14.8;46;24;Active;Inactive;Inactive;Active;36;-34.9;89;Active;Active;Inactive;24
08 08 2019 01:30:00;-13.5;72;24;Active;Inactive;Inactive;Active;48;-35;84;Active;Inactive;Inactive;25.2
08 08 2019 01:35:00;-13;77;24;Active;Inactive;Inactive;Active;48;-31.8;73;Active;Active;Inactive;25.2
08 08 2019 01:40:00;-15.5;30;24;Active;Inactive;Inactive;Inactive;36;-31.5;86;Active;Inactive;Inactive;24
08 08 2019 01:45:00;-16.3;20;24;Active;Active;Inactive;Inactive;48;-31;93;Active;Inactive;Inactive;25.2
08 08 2019 01:50:00;-15.2;47;24;Active;Inactive;Inactive;Inactive;48;-33.1;68;Active;Active;Inactive;20.4
08 08 2019 01:55:00;-13.7;67;24;Active;Active;Inactive;Inactive;48;-32.3;99;Active;Inactive;Inactive;19.2
08 08 2019 02:00:00;-12.3;92;24;Active;Active;Inactive;Inactive;48;-31.6;76;Active;Inactive;Active;21.6
08 08 2019 02:05:00;-13.7;60;24;Active;Inactive;Inactive;Inactive;36;-33.3;49;Active;Inactive;Active;21.6
08 08 2019 02:10:00;-16.3;15;24;Active;Active;Inactive;Inactive;48;-34;60;Active;Inactive;Active;20.4
08 08 2019 02:15:00;-13;73;24;Active;Active;Inactive;Inactive;36;-34.6;59;Active;Inactive;Active;20.4
08 08 2019 02:20:00;-14.6;46;24;Active;Active;Active;Inactive;48;-35;4;Active;Inactive;Active;20.4
08 08 2019 02:25:00;-12;92;24;Active;Active;Inactive;Active;48;-33.6;57;Active;Inactive;Active;21.6
08 08 2019 02:30:00;-12.9;81;24;Active;Active;Active;Inactive;48;-33.9;76;Active;Inactive;Active;20.4
08 08 2019 02:35:00;-16.8;5;24;Active;Active;Inactive;Active;48;-32.8;100;Active;Inactive;Inactive;19.2
08 08 2019 02:40:00;-16.6;10;24;Active;Active;Active;Inactive;48;-32.9;55;Active;Inactive;Inactive;19.2
08 08 2019 02:45:00;-16;19;24;Active;Active;Inactive;Active;48;-35.2;0;Active;Inactive;Active;21.6
08 08 2019 02:50:00;-14.9;43;24;Active;Active;Inactive;Active;48;-32.6;52;Active;Active;Inactive;20.4
08 08 2019 02:55:00;-15.7;25;24.1;Active;Inactive;Active;Active;36;-33;55;Active;Inactive;Inactive;19.2
08 08 2019 03:00:00;-11.8;100;24.1;Active;Inactive;Active;Inactive;48;-32;93;Active;Inactive;Inactive;15.6
08 08 2019 03:05:00;-14.4;53;24.1;Active;Inactive;Active;Active;48;-33.1;46;Active;Inactive;Active;21.6
08 08 2019 03:10:00;-12.3;91;24.1;Active;Inactive;Active;Inactive;36;-34.7;30;Active;Inactive;Active;20.4
08 08 2019 03:15:00;-11.8;100;24.1;Active;Inactive;Active;Inactive;48;-33.5;44;Active;Inactive;Active;19.2
08 08 2019 03:20:00;-16.5;11;24.1;Active;Inactive;Active;Inactive;36;-31.7;97;Active;Inactive;Inactive;19.2
08 08 2019 03:25:00;-10.4;88;24.1;Active;Inactive;Active;Inactive;48;-32.4;58;Active;Inactive;Active;20.4
08 08 2019 03:30:00;-16.2;23;24.1;Active;Inactive;Active;Active;36;-34.5;36;Active;Inactive;Active;21.6
08 08 2019 03:35:00;-14.5;60;24.1;Active;Inactive;Active;Inactive;48;-33.7;66;Active;Inactive;Active;19.2
08 08 2019 03:40:00;-15.7;32;24.1;Active;Inactive;Inactive;Active;24;-33;100;Active;Inactive;Inactive;20.4
08 08 2019 03:45:00;-14.2;68;24.1;Active;Inactive;Inactive;Active;48;-34.2;20;Active;Active;Inactive;19.2
08 08 2019 03:50:00;-11.1;85;24.1;Active;Active;Inactive;Active;60;-34.5;13;Active;Active;Inactive;20.4
08 08 2019 03:55:00;-16.2;24;24.1;Active;Active;Inactive;Inactive;36;-32.3;58;Active;Active;Inactive;19.2
08 08 2019 04:00:00;-15.4;30;24.1;Active;Active;Inactive;Inactive;48;-31.9;74;Active;Inactive;Inactive;19.2
08 08 2019 04:05:00;-11.9;96;24.1;Active;Inactive;Active;Inactive;48;-30.9;98;Active;Inactive;Inactive;20.4
08 08 2019 04:10:00;-15.8;31;24.1;Active;Inactive;Inactive;Inactive;48;-32.9;63;Active;Active;Inactive;20.4
08 08 2019 04:15:00;-16.5;18;24.1;Active;Active;Inactive;Inactive;36;-34.3;48;Active;Active;Inactive;20.4
08 08 2019 04:20:00;-15;38;24.1;Active;Inactive;Inactive;Inactive;48;-31.7;100;Active;Inactive;Inactive;19.2
08 08 2019 04:25:00;-14.8;51;24.1;Active;Active;Inactive;Inactive;48;-32.6;90;Active;Inactive;Inactive;19.2
08 08 2019 04:30:00;-14.6;45;24.1;Active;Inactive;Inactive;Inactive;48;-30.8;100;Active;Inactive;Inactive;20.4
08 08 2019 04:35:00;-15.8;24;24.1;Active;Inactive;Active;Inactive;48;-32.1;74;Active;Active;Inactive;21.6
08 08 2019 04:40:00;-14.4;54;24.1;Active;Active;Inactive;Inactive;36;-33.6;34;Active;Active;Inactive;18
08 08 2019 04:45:00;-11.8;100;24.1;Active;Active;Inactive;Inactive;48;-31.1;90;Active;Inactive;Inactive;20.4
08 08 2019 04:50:00;-12.4;85;24.1;Active;Active;Active;Active;48;-33.8;31;Active;Active;Inactive;20.4
08 08 2019 04:55:00;-13.7;73;24.1;Active;Active;Inactive;Inactive;48;-35;21;Active;Active;Inactive;15.6
08 08 2019 05:00:00;-15.4;34;24.1;Active;Active;Active;Inactive;36;-33;55;Active;Active;Inactive;20.4
08 08 2019 05:05:00;-13.3;70;24.1;Active;Active;Inactive;Inactive;48;-31.9;84;Active;Inactive;Inactive;18
08 08 2019 05:10:00;-12.6;84;24.1;Active;Active;Inactive;Inactive;36;-32.5;74;Active;Inactive;Inactive;21.6
08 08 2019 05:15:00;-13.9;61;24.1;Active;Active;Inactive;Active;48;-33.3;49;Active;Active;Inactive;20.4
08 08 2019 05:20:00;-10.9;100;24.1;Active;Active;Inactive;Inactive;48;-33.9;51;Active;Active;Inactive;20.4
08 08 2019 05:25:00;-16;29;24.1;Active;Active;Active;Inactive;36;-33.5;72;Active;Inactive;Inactive;18
08 08 2019 05:30:00;-16;21;24.1;Active;Inactive;Active;Active;48;-32.1;100;Active;Inactive;Inactive;19.2
08 08 2019 05:35:00;-13;83;24.1;Active;Inactive;Active;Inactive;48;-31.4;100;Active;Inactive;Inactive;21.6
08 08 2019 05:40:00;-15.8;35;24.1;Active;Inactive;Active;Active;36;-32.9;45;Active;Inactive;Active;19.2
08 08 2019 05:45:00;-14.4;62;24;Active;Inactive;Active;Inactive;48;-31.5;88;Active;Inactive;Inactive;19.2
08 08 2019 05:50:00;-16.8;11;23.9;Active;Inactive;Active;Active;48;-31.3;93;Active;Inactive;Inactive;19.2
08 08 2019 05:55:00;-14.8;43;23.8;Active;Inactive;Active;Active;36;-34;32;Active;Inactive;Active;21.6
08 08 2019 06:00:00;-14.4;57;23.8;Active;Inactive;Inactive;Active;48;-33.7;51;Active;Inactive;Active;19.2
08 08 2019 06:05:00;-11.4;96;23.7;Active;Active;Inactive;Active;48;-32.4;90;Active;Inactive;Inactive;19.2
08 08 2019 06:10:00;-13.1;72;23.6;Active;Inactive;Inactive;Active;36;-33.3;87;Active;Inactive;Inactive;19.2
08 08 2019 06:15:00;-15;41;23.6;Active;Inactive;Inactive;Active;48;-33.2;40;Active;Inactive;Active;20.4
08 08 2019 06:20:00;-16.6;19;23.5;Active;Inactive;Inactive;Active;48;-34.1;36;Active;Inactive;Active;18
08 08 2019 06:25:00;-16;44;23.5;Active;Inactive;Inactive;Active;36;-33.8;61;Active;Inactive;Inactive;20.4
08 08 2019 06:30:00;-10.8;66;23.5;Active;Inactive;Inactive;Active;48;-33.6;32;Active;Inactive;Active;20.4
08 08 2019 06:35:00;-14.4;56;23.5;Active;Inactive;Inactive;Active;48;-34.1;38;Active;Inactive;Active;21.6
08 08 2019 06:40:00;-16.6;16;23.5;Active;Inactive;Inactive;Active;48;-34.6;42;Active;Inactive;Active;19.2
08 08 2019 06:45:00;-13.9;59;23.5;Active;Active;Inactive;Inactive;48;-33;85;Active;Inactive;Inactive;19.2
08 08 2019 06:50:00;-15;45;23.5;Active;Active;Inactive;Inactive;48;-31.4;100;Active;Inactive;Inactive;20.4
08 08 2019 06:55:00;-15.4;47;23.5;Active;Active;Inactive;Inactive;48;-34.1;35;Active;Inactive;Active;16.8
08 08 2019 07:00:00;-12.9;100;23.5;Active;Active;Inactive;Inactive;48;-32.8;78;Active;Inactive;Inactive;22.8
08 08 2019 07:05:00;-15;75;23.6;Active;Inactive;Inactive;Inactive;48;-31;100;Active;Inactive;Inactive;22.8
08 08 2019 07:10:00;-16.8;7;23.6;Active;Active;Active;Inactive;48;-34.6;44;Active;Inactive;Inactive;21.6
