time;suction_mt;rc_mt_comp1;tamb;mt_comp1;mt_comp2;mt_comp3;mt_comp4;mt_pwr_tot;suction_lt;rc_lt_comp1;lt_comp1;lt_comp2;lt_comp3;lt_pwr_tot
01 01 2019 16:35:00;-14.8;43;22.3;Active;Inactive;Inactive;Inactive;24;-31.8;69;Active;Inactive;Active;21.6
01 01 2019 16:40:00;-13.5;64;22;Active;Inactive;Inactive;Inactive;32.4;-33.5;37;Active;Inactive;Inactive;16.8
01 01 2019 16:45:00;-15.4;35;21.8;Active;Inactive;Inactive;Inactive;32.4;-32.7;76;Active;Inactive;Inactive;19.2
01 01 2019 16:50:00;-16;22;21.4;Active;Active;Inactive;Inactive;33.6;-31.7;80;Active;Inactive;Active;19.2
01 01 2019 16:55:00;-16;19;21;Active;Active;Inactive;Inactive;25.2;-32.9;58;Active;Inactive;Inactive;18
01 01 2019 17:00:00;-15.2;34;20.6;Active;Inactive;Inactive;Inactive;32.4;-32.4;59;Active;Inactive;Inactive;20.4
01 01 2019 17:05:00;-16;25;19.9;Active;Inactive;Inactive;Inactive;38.4;-32.6;57;Active;Active;Active;21.6
01 01 2019 17:10:00;-15.5;32;19.5;Active;Active;Inactive;Inactive;32.4;-32;82;Active;Inactive;Active;22.8
01 01 2019 17:15:00;-8.5;45;18.8;Active;Inactive;Active;Inactive;36;-33.3;70;Active;Inactive;Active;24
01 01 2019 17:20:00;-12.4;87;18.1;Active;Inactive;Active;Inactive;31.2;-33.8;82;Active;Inactive;Active;21.6
01 01 2019 17:25:00;-11.4;100;17.7;Active;Inactive;Inactive;Inactive;37.2;-33.5;37;Active;Inactive;Active;22.8
01 01 2019 17:30:00;-17.1;2;17.1;Active;Active;Inactive;Inactive;33.6;-31.3;91;Active;Inactive;Active;19.2
01 01 2019 17:35:00;-14.6;53;16.6;Active;Inactive;Active;Inactive;32.4;-33.4;57;Active;Inactive;Active;20.4
01 01 2019 17:40:00;-12;94;16.2;Active;Active;Inactive;Inactive;25.2;-29.9;7;Active;Inactive;Active;19.2
01 01 2019 17:45:00;-15.2;33;15.8;Active;Active;Inactive;Inactive;36;-32.2;66;Active;Inactive;Active;20.4
01 01 2019 17:50:00;-17;5;15.3;Active;Active;Inactive;Inactive;32.4;-34.9;3;Active;Active;Active;20.4
01 01 2019 17:55:00;-15.5;27;15;Active;Active;Active;Inactive;36;-34;24;Active;Active;Active;22.8
01 01 2019 18:00:00;-13.8;62;14.7;Active;Active;Inactive;Inactive;33.6;-34.8;25;Active;Active;Active;21.6
01 01 2019 18:05:00;-14.8;44;14.4;Active;Inactive;Inactive;Active;42;-32.1;94;Active;Inactive;Active;19.2
01 01 2019 18:10:00;-15.8;23;14.3;Active;Active;Inactive;Inactive;30;-32.5;95;Active;Inactive;Inactive;20.4
01 01 2019 18:15:00;-11.8;100;14.1;Active;Inactive;Active;Inactive;33.6;-32.5;56;Active;Active;Active;21.6
01 01 2019 18:20:00;-8.8;52;14;Active;Inactive;Inactive;Inactive;32.4;-32.9;58;Active;Inactive;Active;20.4
01 01 2019 18:25:00;-12;92;13.9;Active;Inactive;Active;Inactive;34.8;-31.6;100;Active;Inactive;Active;20.4
01 01 2019 18:30:00;-9.5;46;13.7;Active;Inactive;Inactive;Active;32.4;-34.6;46;Active;Inactive;Active;15.6
01 01 2019 18:35:00;-16.2;21;13.6;Active;Inactive;Active;Inactive;24;-34.1;32;Active;Inactive;Active;20.4
01 01 2019 18:40:00;-9.5;88;13.4;Active;Inactive;Inactive;Inactive;30;-34.5;14;Active;Inactive;Active;18
01 01 2019 18:45:00;-14.8;40;13.3;Active;Inactive;Active;Inactive;32.4;-33.8;35;Active;Inactive;Active;19.2
01 01 2019 18:50:00;-8.9;100;13.2;Active;Inactive;Inactive;Inactive;39.6;-33.4;63;Active;Inactive;Inactive;16.8
01 01 2019 18:55:00;-16;29;13;Active;Inactive;Active;Inactive;31.2;-30.7;98;Active;Inactive;Inactive;22.8
01 01 2019 19:00:00;-15.8;25;12.8;Active;Inactive;Inactive;Inactive;15.6;-30.9;0;Inactive;Inactive;Inactive;13.2
01 01 2019 19:05:00;-16.5;11;12.7;Active;Inactive;Inactive;Inactive;22.8;-35.9;0;Inactive;Inactive;Inactive;16.8
01 01 2019 19:10:00;-13.8;63;12.5;Active;Inactive;Inactive;Inactive;18;-35.4;0;Inactive;Inactive;Inactive;16.8
01 01 2019 19:15:00;-10.7;100;12.5;Active;Inactive;Inactive;Inactive;26.4;-33.1;41;Active;Inactive;Active;19.2
01 01 2019 19:20:00;-13.7;62;12.4;Active;Inactive;Inactive;Inactive;24;-31.8;52;Active;Inactive;Inactive;18
01 01 2019 19:25:00;-13;75;12.3;Active;Inactive;Inactive;Inactive;25.2;-33.2;0;Inactive;Inactive;Inactive;18
01 01 2019 19:30:00;-16.6;10;12.2;Active;Inactive;Inactive;Active;24;-33.5;40;Active;Inactive;Inactive;19.2
01 01 2019 19:35:00;-11.1;52;12.1;Active;Inactive;Inactive;Active;24;-34.2;22;Active;Inactive;Active;18
01 01 2019 19:40:00;-13.3;69;11.9;Active;Inactive;Inactive;Inactive;26.4;-30.5;97;Active;Inactive;Active;20.4
01 01 2019 19:45:00;-16.8;0;11.7;Active;Inactive;Inactive;Inactive;28.8;-31.8;81;Active;Inactive;Active;21.6
01 01 2019 19:50:00;-17.1;5;11.6;Active;Inactive;Inactive;Active;20.4;-34.4;38;Active;Inactive;Active;20.4
01 01 2019 19:55:00;-12.7;85;11.3;Active;Inactive;Inactive;Active;24;-30.3;100;Active;Inactive;Inactive;26.4
01 01 2019 20:00:00;-14.6;46;11.1;Active;Inactive;Inactive;Inactive;21.6;-28.9;0;Inactive;Inactive;Inactive;27.6
01 01 2019 20:05:00;-18.9;40;10.8;Active;Inactive;Inactive;Inactive;27.6;-35;1;Active;Inactive;Active;26.4
01 01 2019 20:10:00;-15.7;19;10.6;Active;Inactive;Inactive;Active;26.4;-34.1;23;Active;Inactive;Active;24
01 01 2019 20:15:00;-10.1;52;10.5;Active;Inactive;Inactive;Inactive;28.8;-32.8;61;Active;Inactive;Active;22.8
01 01 2019 20:20:00;-14.4;51;10.3;Active;Inactive;Inactive;Inactive;24;-35;35;Active;Inactive;Active;20.4
01 01 2019 20:25:00;-0.5;6;10.1;Active;Inactive;Inactive;Inactive;30;-30.2;100;Active;Active;Inactive;20.4
01 01 2019 20:30:00;-8.5;100;10;Active;Inactive;Inactive;Active;25.2;-33;47;Active;Inactive;Active;20.4
01 01 2019 20:35:00;-2;26;9.8;Active;Inactive;Inactive;Inactive;33.6;-27.4;100;Active;Active;Inactive;18
01 01 2019 20:40:00;-14.5;49;9.7;Active;Inactive;Inactive;Active;27.6;-34.9;5;Active;Active;Active;20.4
01 01 2019 20:45:00;-16.3;21;9.6;Active;Inactive;Inactive;Inactive;18;-32.7;52;Active;Inactive;Inactive;19.2
01 01 2019 20:50:00;-13.5;66;9.4;Active;Inactive;Inactive;Inactive;28.8;-33.3;40;Active;Inactive;Active;18
01 01 2019 20:55:00;-16.8;4;9.3;Active;Inactive;Inactive;Inactive;28.8;-31.6;72;Active;Inactive;Inactive;22.8
01 01 2019 21:00:00;-9.8;59;9.2;Active;Inactive;Inactive;Active;55.2;-31.1;84;Active;Active;Active;22.8
01 01 2019 21:05:00;-11.9;98;9.1;Active;Inactive;Inactive;Active;31.2;-33.3;39;Active;Active;Active;20.4
01 01 2019 21:10:00;-11.8;96;8.9;Active;Active;Inactive;Inactive;36;-33;64;Active;Inactive;Active;21.6
01 01 2019 21:15:00;-15.4;30;8.8;Active;Inactive;Inactive;Inactive;26.4;-33.9;31;Active;Active;Active;18
01 01 2019 21:20:00;-13;78;8.8;Active;Inactive;Inactive;Inactive;36;-33.5;57;Active;Inactive;Active;20.4
01 01 2019 21:25:00;-13.8;62;8.7;Active;Inactive;Inactive;Inactive;31.2;-30.7;100;Active;Inactive;Active;19.2
01 01 2019 21:30:00;-13.3;68;8.6;Active;Active;Inactive;Inactive;38.4;-32.2;74;Active;Inactive;Inactive;20.4
01 01 2019 21:35:00;-16.5;15;8.6;Active;Active;Inactive;Inactive;32.4;-31.1;93;Active;Inactive;Active;21.6
01 01 2019 21:40:00;-13.8;62;8.4;Active;Inactive;Inactive;Inactive;34.8;-35;12;Active;Active;Active;19.2
01 01 2019 21:45:00;-13.7;64;8.3;Active;Inactive;Inactive;Inactive;32.4;-35.2;0;Active;Inactive;Inactive;19.2
01 01 2019 21:50:00;-13;71;8.2;Active;Active;Inactive;Inactive;34.8;-31;90;Active;Inactive;Active;16.8
01 01 2019 21:55:00;-15.4;30;8.1;Active;Inactive;Inactive;Inactive;32.4;-33.5;45;Active;Inactive;Active;20.4
01 01 2019 22:00:00;-9.9;76;8.1;Active;Active;Inactive;Inactive;30;-33.1;77;Active;Inactive;Active;20.4
01 01 2019 22:05:00;-10.7;53;8.1;Active;Active;Inactive;Inactive;28.8;-31.5;100;Active;Inactive;Active;20.4
01 01 2019 22:10:00;-14.2;56;8.1;Active;Inactive;Inactive;Inactive;30;-34.8;5;Active;Inactive;Active;19.2
01 01 2019 22:15:00;-9.9;56;8;Active;Inactive;Active;Inactive;32.4;-31.2;87;Active;Inactive;Active;22.8
01 01 2019 22:20:00;-14.5;49;7.9;Active;Inactive;Active;Inactive;32.4;-35.2;0;Active;Active;Active;19.2
01 01 2019 22:25:00;-16.5;10;7.9;Active;Active;Inactive;Inactive;26.4;-31.3;100;Active;Inactive;Inactive;19.2
01 01 2019 22:30:00;-13.7;62;7.8;Active;Inactive;Active;Inactive;32.4;-30.3;100;Active;Inactive;Active;21.6
01 01 2019 22:35:00;-8.8;76;7.8;Active;Inactive;Inactive;Inactive;34.8;-32.4;60;Active;Inactive;Active;20.4
01 01 2019 22:40:00;-16.3;22;7.8;Active;Active;Inactive;Inactive;31.2;-34.6;31;Active;Inactive;Active;20.4
01 01 2019 22:45:00;-9.6;43;7.8;Active;Active;Inactive;Inactive;30;-31.4;100;Active;Inactive;Active;15.6
01 01 2019 22:50:00;-10;100;7.7;Active;Inactive;Inactive;Inactive;31.2;-32.8;54;Active;Inactive;Active;20.4
01 01 2019 22:55:00;-13.3;76;7.7;Active;Active;Inactive;Inactive;30;-31.9;93;Active;Inactive;Active;21.6
01 01 2019 23:00:00;-17.1;20;7.7;Active;Inactive;Inactive;Inactive;31.2;-35.1;10;Active;Active;Active;20.4
01 01 2019 23:05:00;-15.5;33;7.6;Active;Active;Inactive;Inactive;28.8;-31.6;88;Active;Inactive;Inactive;19.2
01 01 2019 23:10:00;-16.5;9;7.5;Active;Active;Inactive;Inactive;32.4;-32;65;Active;Inactive;Active;21.6
01 01 2019 23:15:00;-10.5;100;7.4;Active;Inactive;Inactive;Inactive;31.2;-34.3;20;Active;Inactive;Active;19.2
01 01 2019 23:20:00;-13.5;69;7.4;Active;Inactive;Active;Inactive;32.4;-33.4;48;Active;Inactive;Active;21.6
01 01 2019 23:25:00;-16.5;0;7.3;Active;Inactive;Active;Inactive;32.4;-34;25;Active;Active;Active;20.4
01 01 2019 23:30:00;-15.5;35;7.2;Active;Inactive;Active;Inactive;26.4;-32.4;71;Active;Inactive;Inactive;18
01 01 2019 23:35:00;-9.6;63;7.1;Active;Inactive;Active;Inactive;32.4;-31;86;Active;Inactive;Active;20.4
01 01 2019 23:40:00;-13.8;57;7;Active;Inactive;Inactive;Inactive;28.8;-31.7;73;Active;Inactive;Active;20.4
01 01 2019 23:45:00;-14.4;55;6.9;Active;Inactive;Inactive;Active;30;-33.1;61;Active;Inactive;Active;16.8
01 01 2019 23:50:00;-13.4;68;6.8;Active;Inactive;Inactive;Active;27.6;-32.7;93;Active;Inactive;Active;20.4
01 01 2019 23:55:00;-11.9;67;6.7;Active;Inactive;Active;Inactive;28.8;-32.9;90;Active;Inactive;Active;20.4
02 01 2019 00:00:00;-11.8;99;6.7;Active;Inactive;Inactive;Inactive;22.8;-31.7;73;Active;Inactive;Active;19.2
02 01 2019 00:05:00;-17.8;0;6.7;Active;Inactive;Inactive;Active;30;-31.8;75;Active;Inactive;Active;22.8
02 01 2019 00:10:00;-15;40;6.7;Active;Inactive;Active;Inactive;30;-33.6;46;Active;Inactive;Inactive;22.8
02 01 2019 00:15:00;-12.2;92;6.7;Active;Inactive;Inactive;Active;34.8;-32.8;55;Active;Inactive;Active;24
02 01 2019 00:20:00;-17.1;20;6.7;Active;Inactive;Inactive;Inactive;28.8;-32.5;68;Active;Inactive;Active;21.6
02 01 2019 00:25:00;-9.9;46;6.7;Active;Inactive;Active;Inactive;31.2;-34.5;12;Active;Inactive;Active;22.8
02 01 2019 00:30:00;-15;41;6.6;Active;Inactive;Active;Inactive;30;-33.2;48;Active;Inactive;Active;19.2
02 01 2019 00:35:00;-14.2;49;6.6;Active;Inactive;Inactive;Inactive;33.6;-33.6;35;Active;Inactive;Active;21.6
02 01 2019 00:40:00;-16.8;11;6.5;Active;Inactive;Inactive;Active;32.4;-32;68;Active;Active;Active;22.8
02 01 2019 00:45:00;-15.2;38;6.4;Active;Inactive;Inactive;Inactive;28.8;-32;80;Active;Inactive;Active;15.6
02 01 2019 00:50:00;-10;46;6.3;Active;Inactive;Inactive;Active;32.4;-32.3;92;Active;Inactive;Active;21.6
02 01 2019 00:55:00;-12;89;6.2;Active;Inactive;Inactive;Inactive;22.8;-31.6;100;Active;Inactive;Active;19.2
02 01 2019 01:00:00;-12.9;81;6.2;Active;Inactive;Inactive;Active;32.4;-33.7;31;Active;Active;Inactive;21.6
02 01 2019 01:05:00;-16;29;6.2;Active;Inactive;Inactive;Active;30;-31.2;90;Active;Active;Inactive;20.4
02 01 2019 01:10:00;-16.6;9;6.1;Active;Inactive;Inactive;Inactive;32.4;-33.2;58;Active;Active;Inactive;20.4
02 01 2019 01:15:00;-15.4;33;6.1;Active;Inactive;Inactive;Active;27.6;-34;58;Active;Active;Inactive;19.2
02 01 2019 01:20:00;-12.3;87;6;Active;Inactive;Inactive;Inactive;39.6;-31.4;78;Active;Inactive;Active;20.4
02 01 2019 01:25:00;-15;41;6;Active;Inactive;Inactive;Active;27.6;-33.3;41;Active;Inactive;Active;19.2
02 01 2019 01:30:00;-16.8;20;6;Active;Inactive;Inactive;Inactive;32.4;-31.5;81;Active;Inactive;Active;21.6
02 01 2019 01:35:00;-14.2;57;6;Active;Inactive;Inactive;Inactive;28.8;-31.8;75;Active;Inactive;Active;20.4
02 01 2019 01:40:00;-14.6;44;6;Active;Inactive;Inactive;Active;36;-33.8;51;Active;Inactive;Active;15.6
02 01 2019 01:45:00;-15.4;30;6;Active;Inactive;Inactive;Inactive;32.4;-33.9;68;Active;Inactive;Active;18
02 01 2019 01:50:00;-13.7;62;6.2;Active;Inactive;Inactive;Inactive;28.8;-33;100;Active;Inactive;Inactive;19.2
02 01 2019 01:55:00;-13.5;64;6.3;Active;Inactive;Inactive;Inactive;28.8;-31.9;67;Active;Active;Active;21.6
02 01 2019 02:00:00;-15.2;35;6.5;Active;Inactive;Inactive;Inactive;30;-33.1;51;Active;Inactive;Active;18
02 01 2019 02:05:00;-12;90;6.6;Active;Inactive;Inactive;Inactive;37.2;-31.7;100;Active;Inactive;Inactive;19.2
02 01 2019 02:10:00;-17.9;0;6.9;Active;Inactive;Inactive;Active;26.4;-31.5;76;Active;Inactive;Active;19.2
02 01 2019 02:15:00;-17.1;6;6.9;Active;Inactive;Inactive;Active;36;-33.1;44;Active;Inactive;Active;20.4
02 01 2019 02:20:00;-16.6;14;6.9;Active;Inactive;Inactive;Active;26.4;-33.6;49;Active;Inactive;Active;20.4
02 01 2019 02:25:00;-10.1;100;6.9;Active;Inactive;Inactive;Inactive;31.2;-33.4;74;Active;Inactive;Active;18
02 01 2019 02:30:00;-13.8;64;6.9;Active;Inactive;Inactive;Inactive;27.6;-32.1;67;Active;Inactive;Inactive;20.4
02 01 2019 02:35:00;-16.2;16;6.9;Active;Active;Inactive;Inactive;34.8;-31.7;81;Active;Inactive;Active;19.2
02 01 2019 02:40:00;-14.4;53;6.9;Active;Active;Inactive;Inactive;26.4;-32.7;61;Active;Inactive;Active;16.8
02 01 2019 02:45:00;-15.7;25;6.9;Active;Inactive;Inactive;Inactive;28.8;-34.4;34;Active;Inactive;Active;22.8
02 01 2019 02:50:00;-12.6;85;6.9;Active;Inactive;Inactive;Inactive;21.6;-32.2;60;Active;Inactive;Active;22.8
02 01 2019 02:55:00;-17.4;9;6.9;Active;Inactive;Active;Inactive;27.6;-33.4;36;Active;Inactive;Inactive;24
02 01 2019 03:00:00;-9.2;100;6.9;Active;Inactive;Inactive;Inactive;28.8;-33.3;42;Active;Inactive;Active;24
02 01 2019 03:05:00;-16.6;8;6.9;Active;Inactive;Active;Inactive;32.4;-32.2;84;Active;Inactive;Active;24
02 01 2019 03:10:00;-17.4;0;6.8;Active;Inactive;Active;Inactive;27.6;-34.3;43;Active;Inactive;Active;20.4
02 01 2019 03:15:00;-8.8;64;6.8;Active;Inactive;Inactive;Inactive;27.6;-31.2;85;Active;Inactive;Inactive;16.8
02 01 2019 03:20:00;-11.4;100;6.8;Active;Inactive;Inactive;Inactive;31.2;-30.6;98;Active;Inactive;Active;21.6
02 01 2019 03:25:00;-9.9;100;6.8;Active;Inactive;Inactive;Inactive;31.2;-34.1;25;Active;Active;Active;19.2
02 01 2019 03:30:00;-13.1;79;6.9;Active;Inactive;Active;Inactive;32.4;-33.1;52;Active;Inactive;Active;21.6
02 01 2019 03:35:00;-13.5;68;7;Active;Active;Inactive;Inactive;28.8;-33;48;Active;Active;Active;20.4
02 01 2019 03:40:00;-16;23;7.2;Active;Inactive;Inactive;Inactive;31.2;-32.4;72;Active;Inactive;Active;15.6
02 01 2019 03:45:00;-14.6;44;7.4;Active;Inactive;Active;Inactive;26.4;-32.6;52;Active;Inactive;Active;19.2
02 01 2019 03:50:00;-11.5;100;7.5;Active;Inactive;Inactive;Inactive;19.2;-32.1;65;Active;Inactive;Active;20.4
02 01 2019 03:55:00;-16.3;14;7.6;Active;Active;Inactive;Inactive;30;-32.7;61;Active;Inactive;Active;19.2
02 01 2019 04:00:00;-13.8;60;7.8;Active;Inactive;Active;Inactive;28.8;-32.3;74;Active;Inactive;Active;21.6
02 01 2019 04:05:00;-14.6;44;7.9;Active;Active;Inactive;Inactive;28.8;-32;90;Active;Inactive;Active;20.4
02 01 2019 04:10:00;-14.6;37;8;Active;Inactive;Inactive;Inactive;26.4;-33.8;66;Active;Inactive;Active;19.2
02 01 2019 04:15:00;-17.4;0;8;Active;Active;Inactive;Inactive;34.8;-33.8;78;Active;Inactive;Inactive;19.2
02 01 2019 04:20:00;-17;11;8.1;Active;Active;Inactive;Inactive;19.2;-30.9;89;Active;Active;Inactive;19.2
02 01 2019 04:25:00;-1.6;17;8.1;Active;Inactive;Inactive;Inactive;39.6;-31.8;69;Active;Active;Inactive;20.4
02 01 2019 04:30:00;-16;22;8.1;Active;Active;Inactive;Inactive;28.8;-32.6;60;Active;Active;Inactive;19.2
02 01 2019 04:35:00;-17;1;8.2;Active;Active;Inactive;Inactive;32.4;-31.9;70;Active;Inactive;Active;20.4
02 01 2019 04:40:00;-15.2;42;8.2;Active;Active;Inactive;Inactive;31.2;-33.2;46;Active;Inactive;Active;18
02 01 2019 04:45:00;-13.8;75;8.2;Active;Inactive;Inactive;Inactive;26.4;-34.7;9;Active;Inactive;Active;19.2
02 01 2019 04:50:00;-14.2;51;8.2;Active;Inactive;Active;Inactive;33.6;-30.2;100;Active;Inactive;Active;16.8
02 01 2019 04:55:00;-15.5;33;8.2;Active;Inactive;Active;Inactive;19.2;-34.8;19;Active;Inactive;Active;18
02 01 2019 05:00:00;-10.8;88;8.3;Active;Inactive;Inactive;Inactive;30;-31.4;100;Active;Inactive;Inactive;19.2
02 01 2019 05:05:00;-13.5;61;8.3;Active;Inactive;Active;Inactive;27.6;-30.3;62;Active;Active;Active;19.2
02 01 2019 05:10:00;-12.4;86;8.3;Active;Inactive;Inactive;Inactive;31.2;-32.5;54;Active;Inactive;Active;20.4
02 01 2019 05:15:00;-15;42;8.4;Active;Inactive;Active;Inactive;26.4;-33.8;41;Active;Inactive;Active;20.4
02 01 2019 05:20:00;-13.4;68;8.4;Active;Inactive;Inactive;Inactive;30;-30.9;100;Active;Inactive;Active;19.2
02 01 2019 05:25:00;-14.2;51;8.5;Active;Inactive;Inactive;Active;21.6;-34.3;53;Active;Inactive;Active;18
02 01 2019 05:30:00;-12.7;87;8.5;Active;Inactive;Inactive;Inactive;34.8;-30;100;Active;Inactive;Inactive;20.4
02 01 2019 05:35:00;-13;78;8.5;Active;Inactive;Active;Inactive;26.4;-31.2;88;Active;Inactive;Active;19.2
02 01 2019 05:40:00;-2.9;67;8.3;Active;Inactive;Inactive;Inactive;34.8;-31.9;69;Active;Active;Inactive;20.4
02 01 2019 05:45:00;-17.6;0;8;Active;Inactive;Inactive;Inactive;31.2;-33;61;Active;Active;Inactive;15.6
02 01 2019 05:50:00;-13.3;70;7.7;Active;Inactive;Inactive;Inactive;33.6;-31.8;95;Active;Active;Inactive;20.4
02 01 2019 05:55:00;-15.7;30;7.4;Active;Inactive;Inactive;Active;22.8;-32;96;Active;Inactive;Inactive;19.2
02 01 2019 06:00:00;-13.4;68;7.1;Active;Inactive;Inactive;Inactive;30;-32.6;52;Active;Inactive;Inactive;19.2
02 01 2019 06:05:00;-9.9;52;6.9;Active;Inactive;Inactive;Inactive;31.2;-31.8;69;Active;Inactive;Active;20.4
02 01 2019 06:10:00;-12.7;79;6.7;Active;Inactive;Inactive;Inactive;31.2;-31.6;73;Active;Inactive;Active;19.2
02 01 2019 06:15:00;-9.1;41;6.6;Active;Inactive;Inactive;Active;30;-34;36;Active;Inactive;Active;19.2
02 01 2019 06:20:00;-14.1;53;6.5;Active;Inactive;Inactive;Active;28.8;-32.3;58;Active;Active;Inactive;18
02 01 2019 06:25:00;-13;83;6.4;Active;Inactive;Inactive;Inactive;28.8;-33;51;Active;Inactive;Inactive;16.8
02 01 2019 06:30:00;-16.8;12;6.2;Active;Inactive;Inactive;Active;30;-33.6;58;Active;Inactive;Inactive;18
02 01 2019 06:35:00;-15.5;28;5.9;Active;Inactive;Inactive;Inactive;30;-32.1;63;Active;Inactive;Active;14.4
02 01 2019 06:40:00;-14.1;57;5.7;Active;Inactive;Inactive;Active;28.8;-31.5;79;Active;Inactive;Inactive;16.8
02 01 2019 06:45:00;-12.9;88;5.6;Active;Inactive;Inactive;Inactive;22.8;-34.9;3;Active;Inactive;Inactive;16.8
02 01 2019 06:50:00;-15.4;28;5.4;Active;Inactive;Inactive;Inactive;31.2;-32.1;63;Active;Inactive;Active;19.2
02 01 2019 06:55:00;-17.1;0;5.3;Active;Inactive;Inactive;Inactive;26.4;-33.9;37;Active;Inactive;Inactive;16.8
02 01 2019 07:00:00;-14.6;47;5.1;Active;Inactive;Inactive;Inactive;31.2;-32.2;97;Active;Inactive;Inactive;22.8
02 01 2019 07:05:00;-14.9;40;5;Active;Inactive;Inactive;Active;24;-33.4;47;Active;Inactive;Inactive;20.4
02 01 2019 07:10:00;-11.5;100;4.8;Active;Inactive;Inactive;Inactive;37.2;-34.6;12;Active;Inactive;Inactive;20.4
02 01 2019 07:15:00;-15;37;4.7;Active;Inactive;Inactive;Inactive;32.4;-31.9;69;Active;Inactive;Inactive;21.6
02 01 2019 07:20:00;-14.9;40;4.7;Active;Inactive;Inactive;Inactive;31.2;-31.9;72;Active;Inactive;Inactive;20.4
02 01 2019 07:25:00;-14.1;68;4.7;Active;Inactive;Inactive;Inactive;32.4;-34.4;33;Active;Inactive;Inactive;16.8
02 01 2019 07:30:00;-17.4;0;4.5;Active;Inactive;Inactive;Inactive;33.6;-33;71;Active;Inactive;Inactive;18
02 01 2019 07:35:00;-13.7;63;4.4;Active;Inactive;Inactive;Inactive;30;-31.1;89;Active;Inactive;Inactive;16.8
02 01 2019 07:40:00;-14.4;47;4.3;Active;Inactive;Inactive;Inactive;32.4;-32.1;67;Active;Inactive;Inactive;14.4
02 01 2019 07:45:00;-15;37;4.2;Active;Active;Inactive;Inactive;22.8;-34.2;22;Active;Inactive;Inactive;15.6
02 01 2019 07:50:00;-10.1;100;4.1;Active;Inactive;Inactive;Inactive;30;-31.3;34;Active;Inactive;Inactive;15.6
02 01 2019 07:55:00;-14.5;55;4;Active;Inactive;Inactive;Inactive;27.6;-32.4;60;Active;Inactive;Inactive;16.8
02 01 2019 08:00:00;-12.3;88;3.9;Active;Inactive;Inactive;Inactive;31.2;-30.6;97;Active;Inactive;Inactive;18
02 01 2019 08:05:00;-14.9;54;3.8;Active;Inactive;Inactive;Inactive;30;-34.6;17;Active;Inactive;Active;19.2
02 01 2019 08:10:00;-15;32;3.8;Active;Active;Inactive;Inactive;32.4;-32.4;58;Active;Inactive;Active;19.2
02 01 2019 08:15:00;-13.4;78;3.7;Active;Active;Inactive;Inactive;33.6;-32.9;62;Active;Inactive;Active;20.4
02 01 2019 08:20:00;-15.5;52;3.7;Active;Active;Inactive;Inactive;31.2;-33.5;76;Active;Inactive;Active;18
02 01 2019 08:25:00;-14.8;40;3.6;Active;Active;Inactive;Inactive;30;-34.6;11;Active;Inactive;Active;15.6
02 01 2019 08:30:00;-15.8;27;3.6;Active;Active;Inactive;Inactive;32.4;-32.8;58;Active;Inactive;Inactive;14.4
02 01 2019 08:35:00;-12.3;87;3.6;Active;Active;Inactive;Inactive;33.6;-32.9;47;Active;Inactive;Active;19.2
02 01 2019 08:40:00;-14.9;38;3.7;Active;Inactive;Inactive;Inactive;25.2;-32.3;73;Active;Inactive;Inactive;16.8
02 01 2019 08:45:00;-9.1;100;3.8;Active;Inactive;Inactive;Inactive;32.4;-30.4;100;Active;Inactive;Inactive;18
02 01 2019 08:50:00;-13.7;64;4.1;Active;Inactive;Active;Inactive;32.4;-33.4;35;Active;Inactive;Inactive;16.8
02 01 2019 08:55:00;-16.3;24;4.5;Active;Inactive;Active;Inactive;30;-33.7;39;Active;Inactive;Inactive;18
02 01 2019 09:00:00;-16.3;9;4.9;Active;Inactive;Inactive;Inactive;15.6;-33.8;29;Active;Inactive;Inactive;15.6
02 01 2019 09:05:00;-15.4;33;5.5;Active;Inactive;Inactive;Inactive;16.8;-35.5;0;Inactive;Inactive;Inactive;12
02 01 2019 09:10:00;-12.6;79;6;Active;Inactive;Inactive;Inactive;27.6;-30.2;100;Active;Inactive;Inactive;16.8
02 01 2019 09:15:00;-15.4;35;6.5;Active;Active;Inactive;Inactive;18;-35.4;0;Inactive;Inactive;Inactive;15.6
02 01 2019 09:20:00;-17.1;0;7;Active;Inactive;Inactive;Inactive;24;-34.3;22;Active;Inactive;Inactive;16.8
02 01 2019 09:25:00;-13.8;63;7.5;Active;Inactive;Inactive;Inactive;27.6;-30;84;Active;Inactive;Inactive;20.4
02 01 2019 09:30:00;-14.8;43;8;Active;Inactive;Inactive;Inactive;20.4;-33.6;52;Active;Inactive;Inactive;15.6
02 01 2019 09:35:00;-13.7;64;8.4;Active;Inactive;Inactive;Inactive;20.4;-34.6;12;Active;Inactive;Inactive;20.4
02 01 2019 09:40:00;-9.9;51;8.9;Active;Active;Inactive;Inactive;28.8;-31.4;78;Active;Active;Inactive;21.6
02 01 2019 09:45:00;-14.4;49;9.5;Active;Inactive;Inactive;Inactive;20.4;-32.6;57;Active;Inactive;Inactive;21.6
02 01 2019 09:50:00;-11.9;94;9.9;Active;Inactive;Inactive;Inactive;24;-33.3;0;Inactive;Inactive;Inactive;19.2
02 01 2019 09:55:00;-13.1;76;10.2;Active;Inactive;Inactive;Inactive;26.4;-32;51;Active;Inactive;Inactive;18
02 01 2019 10:00:00;-15.8;24;10.4;Active;Active;Inactive;Inactive;18;-31.9;69;Active;Inactive;Active;24
