CNT-Porto Mós CNT-Porto Mós 09111019.csv,,CNT-Porto Mós,1566714406,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 23:22:00  29/08/2019,5.33,66.83,61.16,7,68.29,34,20.22,-4.00,-28.78,2,78,84,31.50,2.61,78.39,-29.00,33.71,6,14.72,17.17,29.33,34,19.28,9,0.00,1,61.06,57.67,60.72,1,65.00,20.17,0.00,21.44,1,54,52,4171,4170,13.25,105037,0,53210,28237,52,0,-4.00,6,4170,1,0,0,0,0,35.93,2.67,2.39,65.00,0,27,-4.00,27,6.61,2.78,66.50,68.08,-3.94,1,35.52,29.78,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.82,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.39,0.00,18.11,36.50,2.78,10.00,20.00,1,15.11,20.00,10.00,1,13.89,2.78,0.00,17.78,36.60,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,234.30,235.50,235.10,23.90,21.70,20.20
 23:24:00  29/08/2019,5.33,68.11,61.13,7,64.58,28,20.22,-4.00,-29.72,2,74,84,32.89,3.17,76.83,-29.00,33.71,9,13.72,16.67,29.33,28,19.28,9,0.00,1,62.89,57.67,59.00,1,65.00,20.17,0.00,21.17,1,56,55,4171,4170,13.06,105038,0,53210,28237,55,0,-4.00,9,4170,1,0,0,0,0,36.18,3.06,2.39,65.00,0,26,-4.00,26,7.28,3.17,68.78,64.52,-3.94,1,35.52,29.67,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.82,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.11,0.00,18.11,36.50,2.78,10.00,20.00,1,15.11,20.00,10.00,1,13.89,2.78,0.00,18.22,36.60,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,234.30,235.50,235.10,23.90,21.70,20.20
 23:26:00  29/08/2019,5.33,66.67,61.10,7,62.67,37,21.61,-4.00,-30.72,1,66,66,33.83,3.17,78.89,-29.00,33.71,9,13.72,16.28,29.33,37,19.28,9,0.00,1,62.89,58.11,57.28,1,65.00,21.61,0.00,21.17,1,55,55,4171,4170,12.66,105038,0,53210,28237,55,0,-4.00,9,4170,1,1,0,0,0,35.66,2.56,2.39,65.00,0,25,-4.00,25,7.28,3.17,67.44,62.56,-4.22,1,35.52,29.57,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.78,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.50,0.00,18.11,36.50,2.50,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,18.22,36.60,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,234.30,235.50,235.10,23.90,21.70,20.20
 23:28:00  29/08/2019,5.33,66.67,61.10,7,62.67,37,21.61,-4.00,-30.72,1,66,66,33.83,3.17,78.89,-29.00,33.71,9,13.72,16.28,29.33,37,19.28,9,0.00,1,62.89,58.11,57.28,1,65.00,21.61,0.00,21.17,1,55,55,4171,4170,12.66,105038,0,53210,28237,55,0,-4.00,9,4170,1,1,0,0,0,35.66,2.56,2.39,65.00,0,25,-4.00,25,7.28,3.17,67.44,62.56,-4.22,1,35.52,29.57,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.78,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.50,0.00,18.11,36.50,2.50,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,18.22,36.60,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,234.30,235.50,235.10,23.90,21.70,20.20
 23:30:00  29/08/2019,5.33,65.00,61.05,7,61.93,39,21.61,-4.00,-28.22,2,69,66,31.17,3.17,80.22,-29.00,33.71,8,14.17,16.28,29.33,39,19.28,9,0.00,1,62.11,58.11,54.89,1,65.00,21.61,0.00,21.17,1,55,55,4171,4170,13.85,105038,0,53210,28237,55,0,-4.00,8,4170,1,0,0,0,0,35.45,2.56,2.39,65.00,0,25,-4.00,25,6.61,2.39,65.44,61.84,-4.22,1,35.52,29.57,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.78,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.50,0.00,18.11,36.00,2.22,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,18.22,36.10,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,234.30,235.50,235.10,23.90,21.70,20.20
 23:32:00  29/08/2019,5.33,64.28,61.00,7,61.53,40,21.33,-4.00,-27.83,2,73,66,30.61,2.78,78.78,-29.00,33.71,8,14.17,16.61,29.33,40,19.00,9,0.00,1,60.61,57.78,51.83,1,65.00,21.61,0.00,21.17,1,55,55,4171,4170,13.99,105038,0,53210,28237,55,0,-4.00,8,4170,1,0,0,0,0,35.45,2.28,2.39,65.00,0,24,-4.00,24,7.83,3.78,64.61,61.47,-4.22,1,35.52,29.67,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.78,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,18.11,36.00,2.22,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,17.89,36.10,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,230.30,231.30,231.10,23.90,20.80,21.40
 23:34:00  29/08/2019,5.33,64.28,60.97,7,61.63,40,21.33,-4.00,-27.83,2,77,66,30.61,2.78,77.61,-29.00,33.71,8,14.17,16.61,29.33,40,19.00,9,0.00,1,59.28,57.44,50.56,1,65.00,21.22,0.00,21.17,1,55,55,4171,4170,13.88,105038,0,53210,28237,55,0,-4.00,8,4170,1,0,0,0,0,35.53,2.28,2.39,65.00,0,25,-4.00,25,8.28,4.39,64.61,61.52,-3.89,1,35.52,29.86,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.78,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,18.11,36.00,2.22,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,17.89,36.10,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,230.30,231.30,231.10,23.90,20.80,21.40
 23:36:00  29/08/2019,5.33,64.28,60.97,7,62.02,41,21.33,-4.00,-28.56,2,78,66,31.33,2.78,77.61,-29.00,33.71,8,14.17,16.61,29.33,41,19.00,9,0.00,1,58.50,57.17,52.06,1,65.00,21.22,0.00,21.17,1,55,55,4171,4170,13.57,105038,0,53210,28237,55,0,-4.00,8,4170,1,0,0,0,0,35.53,2.28,2.39,65.00,0,25,-4.00,25,7.94,3.94,64.61,61.91,-3.89,1,35.52,29.79,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.84,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,18.11,36.00,2.22,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,17.89,36.10,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,230.30,231.30,231.10,23.90,20.80,21.40
 23:38:00  29/08/2019,5.33,64.28,60.97,7,62.02,41,21.33,-4.00,-28.56,2,78,66,31.33,2.78,77.61,-29.00,33.71,8,14.17,16.61,29.33,41,19.00,9,0.00,1,58.50,57.17,52.06,1,65.00,21.22,0.00,21.17,1,55,55,4171,4170,13.57,105038,0,53210,28237,55,0,-4.00,8,4170,1,0,0,0,0,35.53,2.28,2.39,65.00,0,25,-4.00,25,7.94,3.94,64.61,61.91,-3.89,1,35.52,29.79,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.84,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,18.11,36.00,2.22,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,17.89,36.10,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,230.30,231.30,231.10,23.90,20.80,21.40
 23:40:00  29/08/2019,5.33,64.28,60.97,7,60.77,42,21.33,-4.00,-28.94,2,77,66,31.78,2.78,78.22,-29.00,33.71,9,14.17,16.61,29.33,42,19.00,9,0.00,1,58.06,56.83,55.83,1,65.00,21.22,0.00,21.17,1,55,55,4171,4170,13.43,105038,0,53210,28237,55,0,-4.00,9,4170,1,1,0,0,0,35.57,2.28,2.39,65.00,0,24,-4.00,24,7.06,2.83,64.22,60.72,-4.17,1,35.52,29.62,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.84,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,18.11,36.00,2.22,10.00,20.00,1,15.50,20.00,10.00,1,13.89,2.50,0.00,17.89,36.10,0,0.00,20.00,1,4.30,30.20,14.40,-5.60,5.10,4.90,14.30,230.30,231.30,231.10,23.90,20.80,21.40
 23:42:00  29/08/2019,5.33,62.67,60.97,7,58.52,46,21.33,-4.00,-29.22,2,76,66,31.78,2.78,78.78,-29.00,33.71,10,14.17,16.61,29.33,46,19.00,9,0.00,1,58.06,56.56,57.78,1,65.00,21.56,0.00,21.17,1,39,42,4171,4170,13.31,105040,0,53211,28238,42,0,-4.00,10,4170,1,1,0,0,0,35.86,2.61,2.39,65.00,0,25,-4.00,25,6.44,2.44,62.72,58.57,-4.17,1,35.52,29.82,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.28,0.00,18.11,36.50,2.72,10.00,20.00,1,15.11,20.00,10.00,1,13.89,2.50,0.00,17.89,36.10,0,0.00,20.00,1,7.80,30.20,17.80,-5.60,5.10,4.90,14.30,235.00,234.90,235.50,24.50,20.80,33.90
 23:44:00  29/08/2019,5.33,60.67,60.97,7,59.03,50,21.67,-4.00,-29.61,2,73,66,32.33,2.78,79.56,-29.00,33.71,7,14.72,16.61,29.33,50,19.00,9,0.00,1,57.56,56.22,57.78,1,65.00,21.56,0.00,21.17,1,20,23,4171,4170,13.12,105043,0,53213,28239,23,0,-4.00,7,4170,1,0,0,0,0,34.98,1.83,2.39,65.00,0,26,-4.00,26,6.11,2.44,60.50,58.92,-3.78,1,35.52,29.92,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.22,0.00,18.11,35.60,1.78,10.00,20.00,1,16.00,20.00,10.00,1,13.89,1.78,0.00,17.89,35.60,0,0.00,20.00,1,7.80,30.20,17.80,-5.60,5.10,4.90,14.30,235.00,234.90,235.50,24.50,20.80,33.90
 23:46:00  29/08/2019,5.33,60.67,60.97,7,62.11,54,21.67,-4.00,-29.61,2,71,66,32.00,2.39,80.28,-29.00,33.71,6,15.11,16.61,29.33,54,19.00,9,0.00,1,57.56,55.94,57.50,1,65.00,21.56,0.00,21.17,1,17,16,4171,4170,13.09,105044,0,53213,28239,16,0,-4.00,4,4170,1,0,0,0,0,34.71,1.56,2.39,65.00,0,26,-4.00,26,6.11,2.00,60.50,61.93,-3.78,1,35.52,29.84,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.22,0.00,18.11,35.60,1.50,10.00,20.00,1,16.00,20.00,10.00,1,13.89,1.50,0.00,17.89,35.60,0,0.00,20.00,1,7.80,30.20,17.80,-5.60,5.10,4.90,14.30,235.00,234.90,235.50,24.50,20.80,33.90
 23:48:00  29/08/2019,5.33,60.67,60.97,7,62.11,54,21.67,-4.00,-29.61,2,71,66,32.00,2.39,80.28,-29.00,33.71,6,15.11,16.61,29.33,54,19.00,9,0.00,1,57.56,55.94,57.50,1,65.00,21.56,0.00,21.17,1,17,16,4171,4170,13.09,105044,0,53213,28239,16,0,-4.00,4,4170,1,0,0,0,0,34.71,1.56,2.39,65.00,0,26,-4.00,26,6.11,2.00,60.50,61.93,-3.78,1,35.52,29.84,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.22,0.00,18.11,35.60,1.50,10.00,20.00,1,16.00,20.00,10.00,1,13.89,1.50,0.00,17.89,35.60,0,0.00,20.00,1,7.80,30.20,17.80,-5.60,5.10,4.90,14.30,235.00,234.90,235.50,24.50,20.80,33.90
 23:50:00  29/08/2019,5.33,63.94,60.93,7,63.84,44,20.22,-4.28,-30.72,1,64,64,33.06,2.39,80.28,-29.00,33.71,6,14.56,17.00,29.33,44,19.00,9,0.00,1,57.28,55.67,57.50,1,65.00,20.39,0.00,21.17,1,21,23,4171,4170,12.69,105045,0,53214,28239,23,0,-4.00,5,4170,1,1,0,0,0,35.63,2.39,2.39,65.00,0,24,-4.00,24,6.11,2.00,63.67,63.66,-4.28,1,35.52,29.53,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.61,0.00,18.11,36.20,2.39,10.00,20.00,1,15.39,20.00,10.00,1,13.89,2.50,0.00,17.89,36.20,0,0.00,20.00,1,7.80,30.20,17.80,-5.60,5.10,4.90,14.30,235.00,234.90,235.50,24.50,20.80,33.90
 23:52:00  29/08/2019,5.33,64.61,60.93,7,62.72,32,19.94,-4.28,-28.67,2,68,66,31.56,2.89,80.28,-29.00,33.71,7,14.56,17.00,29.33,32,19.00,9,0.00,1,57.28,55.39,59.56,1,65.00,19.83,0.00,21.17,1,21,23,4171,4170,13.65,105045,0,53214,28239,23,0,-4.00,7,4170,1,1,0,0,0,35.96,2.78,2.39,65.00,0,24,-4.00,24,6.11,2.00,64.83,62.75,-4.28,1,35.52,29.64,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.22,0.00,18.11,36.20,2.78,10.00,20.00,1,15.39,20.00,10.00,1,13.89,2.78,0.00,17.89,36.20,0,0.00,20.00,1,7.80,30.20,16.60,-5.60,5.10,4.90,17.50,235.00,234.90,235.50,22.80,20.80,33.10
 23:54:00  29/08/2019,5.33,64.28,60.93,7,62.34,38,20.94,-3.94,-28.67,2,68,66,31.56,2.89,79.33,-29.00,33.71,7,14.00,16.61,29.33,38,19.00,9,0.00,1,57.28,55.11,60.50,1,65.00,20.94,0.00,21.17,1,21,23,4171,4170,13.54,105045,0,53214,28239,23,0,-4.00,7,4170,1,0,0,0,0,35.71,2.78,2.39,65.00,0,25,-4.00,25,6.11,2.28,64.50,62.17,-3.94,1,35.52,29.81,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.88,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.50,0.00,18.11,36.20,2.50,10.00,20.00,1,15.39,20.00,10.00,1,13.89,2.50,0.00,17.89,36.20,0,0.00,20.00,1,7.80,30.20,16.60,-5.60,5.10,4.90,17.50,235.00,234.90,235.50,22.80,20.80,33.10
 23:56:00  29/08/2019,5.33,63.94,60.93,7,62.65,39,20.94,-3.94,-29.06,2,66,66,32.06,2.89,79.33,-29.00,33.71,7,14.00,16.61,29.33,39,19.00,9,0.00,1,57.28,55.11,60.50,1,65.00,20.94,0.00,21.17,1,21,23,4171,4170,13.39,105045,0,53214,28239,23,0,-4.00,7,4170,1,1,0,0,0,35.48,2.33,2.39,65.00,0,25,-4.00,25,6.11,2.28,63.94,62.50,-3.94,1,35.52,29.76,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.84,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.50,0.00,18.11,36.20,2.50,10.00,20.00,1,15.72,20.00,10.00,1,13.89,2.50,0.00,17.89,36.20,0,0.00,20.00,1,7.80,30.20,16.60,-5.60,5.10,4.90,17.50,235.00,234.90,235.50,22.80,20.80,33.10
 23:58:00  29/08/2019,5.33,63.94,60.93,7,62.65,39,20.94,-3.94,-29.06,2,66,66,32.06,2.89,79.33,-29.00,33.71,7,14.00,16.61,29.33,39,19.00,9,0.00,1,57.28,55.11,60.50,1,65.00,20.94,0.00,21.17,1,21,23,4171,4170,13.39,105045,0,53214,28239,23,0,-4.00,7,4170,1,1,0,0,0,35.48,2.33,2.39,65.00,0,25,-4.00,25,6.11,2.28,63.94,62.50,-3.94,1,35.52,29.76,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.78,30.84,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.50,0.00,18.11,36.20,2.50,10.00,20.00,1,15.72,20.00,10.00,1,13.89,2.50,0.00,17.89,36.20,0,0.00,20.00,1,7.80,30.20,16.60,-5.60,5.10,4.90,17.50,235.00,234.90,235.50,22.80,20.80,33.10
